2026-06-09 14:23:05,591 | INFO     | __main__ | Loaded 503 tickers from sp500_tickers.csv
2026-06-12 14:29:42,973 | INFO     | __main__ | Saved all_info.parquet — 503 rows × 31 cols — 0.12 MB
2026-06-12 14:29:42,999 | INFO     | __main__ | Saved all_financials.parquet — 2,380 rows × 86 cols — 0.68 MB
2026-06-12 14:29:43,001 | WARNING  | __main__ | 5 failed ticker-stage pairs logged to logs/failed_tickers.csv
2026-06-12 14:29:43,001 | INFO     | __main__ | ============================================================
2026-06-12 14:29:43,001 | INFO     | __main__ | DATA COLLECTION COMPLETE
2026-06-12 14:29:43,001 | INFO     | __main__ |   History rows    : 621,349
2026-06-12 14:29:43,001 | INFO     | __main__ |   Info rows       : 503
2026-06-12 14:29:43,001 | INFO     | __main__ |   Financials rows : 2,380
2026-06-12 14:29:43,001 | INFO     | __main__ |   Failed (unique) : 5
2026-06-12 14:29:43,001 | INFO     | __main__ | ============================================================
